Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,Slovakia,48.669,19.699,19-05-20,1495,28,1192,275,Europe
,Slovenia,46.1512,14.9955,19-05-20,1467,104,1338,25,Europe
,Somalia,5.1521,46.1996,19-05-20,1502,59,178,1265,Eastern Mediterranean
,South Africa,-30.5595,22.9375,19-05-20,17200,312,7960,8928,Africa
,Spain,40,-4,19-05-20,232037,27778,150376,53883,Europe
,Sri Lanka,7,81,19-05-20,1027,9,569,449,South-East Asia
,Sudan,12.8628,30.2176,19-05-20,2728,111,286,2331,Eastern Mediterranean
,Suriname,3.9193,-56.0278,19-05-20,11,1,9,1,Americas
,Sweden,63,16,19-05-20,30799,3743,0,27056,Europe
,Switzerland,46.8182,8.2275,19-05-20,30618,1891,27700,1027,Europe
,Taiwan*,23.7,121,19-05-20,440,7,398,35,Western Pacific
,Tanzania,-6.369,34.8888,19-05-20,509,21,183,305,Africa
,Thailand,15,101,19-05-20,3033,56,2857,120,South-East Asia
,Togo,8.6195,0.8248,19-05-20,338,12,107,219,Africa
,Trinidad and Tobago,10.6918,-61.2225,19-05-20,116,8,107,1,Americas
,Tunisia,34,9,19-05-20,1044,47,826,171,Eastern Mediterranean
,Turkey,38.9637,35.2433,19-05-20,151615,4199,112895,34521,Europe
,Uganda,1,32,19-05-20,260,0,63,197,Africa
,Ukraine,48.3794,31.1656,19-05-20,18876,548,5632,12696,Europe
,United Arab Emirates,24,54,19-05-20,25063,227,10791,14045,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,19-05-20,125,9,78,38,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,19-05-20,111,1,55,55,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,19-05-20,555,44,479,32,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,19-05-20,147,0,145,2,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,19-05-20,335,24,300,11,Europe
Montserrat,United Kingdom,16.7425,-62.1874,19-05-20,11,1,10,0,Europe
,United Kingdom,55.3781,-3.436,19-05-20,248818,35341,0,213477,Europe
,Uruguay,-32.5228,-55.7658,19-05-20,738,20,579,139,Americas
,US,37.0902,-95.7129,19-05-20,1528568,91921,289392,1147255,Americas
,Uzbekistan,41.3775,64.5853,19-05-20,2855,13,2338,504,Europe
,Venezuela,6.4238,-66.5897,19-05-20,749,10,253,486,Americas
,Vietnam,16,108,19-05-20,324,0,263,61,Western Pacific
,Zambia,-15.4167,28.2833,19-05-20,772,7,192,573,Africa
,Zimbabwe,-20,30,19-05-20,46,4,18,24,Africa
,Dominica,15.415,-61.371,19-05-20,16,0,16,0,Americas
,Grenada,12.1165,-61.679,19-05-20,22,0,0,22,Americas
,Mozambique,-18.665695,35.529562,19-05-20,146,0,0,146,Africa
,Syria,34.802075,38.996815,19-05-20,58,3,0,55,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,19-05-20,24,0,0,24,South-East Asia
,Belize,13.1939,-59.5432,19-05-20,18,2,16,0,Americas
,Laos,19.85627,102.495496,19-05-20,19,0,0,19,Western Pacific
,Libya,26.3351,17.228331,19-05-20,68,3,35,30,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,19-05-20,391,2,346,43,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,19-05-20,1038,6,42,990,Africa
,Mali,17.570692,-3.996166,19-05-20,901,53,529,319,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,19-05-20,15,0,15,0,Americas
Northwest Territories,Canada,64.8255,-124.8457,19-05-20,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,19-05-20,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,19-05-20,989,29,769,191,Europe
,Burma,21.9162,95.956,19-05-20,193,6,104,83,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,19-05-20,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,19-05-20,8,1,6,1,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,19-05-20,12,0,10,2,Europe
,Botswana,-22.3285,24.6849,19-05-20,25,1,17,7,Africa
,Burundi,-3.3731,29.9189,19-05-20,42,1,20,21,Africa
,Sierra Leone,8.460555,-11.779889,19-05-20,534,33,167,334,Africa
,Malawi,-13.254308,34.301525,19-05-20,70,3,27,40,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,19-05-20,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,19-05-20,1,0,1,0,Europe
,South Sudan,6.877,31.307,19-05-20,290,0,0,290,Africa
,Western Sahara,24.2155,-12.8858,19-05-20,6,0,6,0,Africa
,Sao Tome and Principe,0.18636,6.613081,19-05-20,251,8,4,239,Africa
,Yemen,15.552727,48.516388,19-05-20,167,0,0,167,Eastern Mediterranean
,Comoros,-11.6455,43.3333,19-05-20,11,1,3,7,Africa
,Tajikistan,38.861034,71.276093,19-05-20,1936,0,0,1936,Europe
,Lesotho,-29.609988,28.233608,19-05-20,1,0,0,1,Africa
,Afghanistan,33,65,20-05-20,8145,187,930,7028,Eastern Mediterranean
,Albania,41.1533,20.1683,20-05-20,964,31,758,175,Europe
,Algeria,28.0339,1.6596,20-05-20,7542,568,3968,3006,Africa
,Andorra,42.5063,1.5218,20-05-20,762,51,639,72,Europe
,Angola,-11.2027,17.8739,20-05-20,52,3,17,32,Africa
,Antigua and Barbuda,17.0608,-61.7964,20-05-20,25,3,19,3,Americas
,Argentina,-38.4161,-63.6167,20-05-20,9283,403,2933,5947,Americas
,Armenia,40.0691,45.0382,20-05-20,5271,67,2419,2785,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,20-05-20,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,20-05-20,3082,47,2648,387,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,20-05-20,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,20-05-20,1058,6,1040,12,Western Pacific
South Australia,Australia,-34.9285,138.6007,20-05-20,439,4,435,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,20-05-20,228,13,196,19,Western Pacific
Victoria,Australia,-37.8136,144.9631,20-05-20,1581,18,1473,90,Western Pacific
Western Australia,Australia,-31.9505,115.8605,20-05-20,557,9,545,3,Western Pacific
,Austria,47.5162,14.5501,20-05-20,16353,633,14882,838,Europe
,Azerbaijan,40.1431,47.5769,20-05-20,3631,43,2253,1335,Europe
,Bahamas,25.0343,-77.3963,20-05-20,97,11,43,43,Americas
,Bahrain,26.0275,50.55,20-05-20,7888,12,3568,4308,Eastern Mediterranean
,Bangladesh,23.685,90.3563,20-05-20,26738,386,5207,21145,South-East Asia
,Barbados,13.1939,-59.5432,20-05-20,90,7,70,13,Americas
,Belarus,53.7098,27.9534,20-05-20,32426,179,11415,20832,Europe
,Belgium,50.8333,4,20-05-20,55983,9150,14847,31986,Europe
,Benin,9.3077,2.3158,20-05-20,130,2,57,71,Africa
,Bhutan,27.5142,90.4336,20-05-20,21,0,5,16,South-East Asia
,Bolivia,-16.2902,-63.5887,20-05-20,4919,199,553,4167,Americas
,Bosnia and Herzegovina,43.9159,17.6791,20-05-20,2338,136,1557,645,Europe
,Brazil,-14.235,-51.9253,20-05-20,291579,18859,116683,156037,Americas
,Brunei,4.5353,114.7277,20-05-20,141,1,136,4,Western Pacific
,Bulgaria,42.7339,25.4858,20-05-20,2292,116,684,1492,Europe
,Burkina Faso,12.2383,-1.5616,20-05-20,809,52,661,96,Africa
,Cabo Verde,16.5388,-23.0418,20-05-20,349,3,85,261,Africa
,Cambodia,11.55,104.9167,20-05-20,122,0,122,0,Western Pacific
,Cameroon,3.848,11.5021,20-05-20,3733,0,0,3733,Africa
Alberta,Canada,53.9333,-116.5765,20-05-20,6735,128,0,6607,Americas
British Columbia,Canada,49.2827,-123.1207,20-05-20,2467,149,0,2318,Americas
Manitoba,Canada,53.7609,-98.8139,20-05-20,290,7,0,283,Americas
New Brunswick,Canada,46.5653,-66.4619,20-05-20,120,0,0,120,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,20-05-20,260,3,0,257,Americas
Nova Scotia,Canada,44.682,-63.7443,20-05-20,1045,0,0,1045,Americas
Ontario,Canada,51.2538,-85.3232,20-05-20,25197,2079,0,23118,Americas
Prince Edward Island,Canada,46.5107,-63.4168,20-05-20,27,0,0,27,Americas
Quebec,Canada,52.9399,-73.5491,20-05-20,44784,3719,0,41065,Americas
Saskatchewan,Canada,52.9399,-106.4509,20-05-20,620,7,0,613,Americas
,Central African Republic,6.6111,20.9394,20-05-20,418,0,18,400,Africa
,Chad,15.4542,18.7322,20-05-20,565,57,177,331,Africa
,Chile,-35.6751,-71.543,20-05-20,53617,544,22504,30569,Americas
Anhui,China,31.8257,117.2264,20-05-20,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,20-05-20,593,9,578,6,Western Pacific
Chongqing,China,30.0572,107.874,20-05-20,579,6,573,0,Western Pacific
Fujian,China,26.0789,117.9874,20-05-20,356,1,355,0,Western Pacific
Gansu,China,37.8099,101.0583,20-05-20,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,20-05-20,1590,8,1579,3,Western Pacific
Guangxi,China,23.8298,108.7881,20-05-20,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,20-05-20,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,20-05-20,169,6,162,1,Western Pacific
Hebei,China,39.549,116.1306,20-05-20,328,6,322,0,Western Pacific
Heilongjiang,China,47.862,127.7615,20-05-20,945,0,0,945,Western Pacific
Henan,China,33.882,113.614,20-05-20,1276,0,0,1276,Western Pacific
Hong Kong,China,22.3,114.2,20-05-20,1055,4,1025,26,Western Pacific
Hubei,China,30.9756,112.2707,20-05-20,68135,4512,63616,7,Western Pacific
Hunan,China,27.6104,111.7088,20-05-20,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,20-05-20,216,1,196,19,Western Pacific
Jiangsu,China,32.9711,119.455,20-05-20,653,0,653,0,Western Pacific
Jiangxi,China,27.614,115.7221,20-05-20,937,1,936,0,Western Pacific
Jilin,China,43.6661,126.1923,20-05-20,151,2,123,26,Western Pacific
Liaoning,China,41.2956,122.6085,20-05-20,149,2,144,3,Western Pacific
Macau,China,22.1667,113.55,20-05-20,45,0,44,1,Western Pacific
Ningxia,China,37.2692,106.1655,20-05-20,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,20-05-20,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,20-05-20,308,3,303,2,Western Pacific
Shandong,China,36.3427,118.1498,20-05-20,788,7,780,1,Western Pacific
Shanghai,China,31.202,121.4491,20-05-20,666,0,0,666,Western Pacific
Shanxi,China,37.5777,112.2922,20-05-20,198,0,198,0,Western Pacific
Sichuan,China,30.6171,102.7103,20-05-20,561,3,558,0,Western Pacific
Tianjin,China,39.3054,117.323,20-05-20,192,3,187,2,Western Pacific
Tibet,China,31.6927,88.0924,20-05-20,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,20-05-20,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,20-05-20,185,0,0,185,Western Pacific
Zhejiang,China,29.1832,120.0934,20-05-20,1268,1,1267,0,Western Pacific
,Colombia,4.5709,-74.2973,20-05-20,17687,630,4256,12801,Americas
,Congo (Brazzaville),-4.0383,21.7587,20-05-20,420,15,132,273,Africa
,Congo (Kinshasa),-4.0383,21.7587,20-05-20,1731,61,302,1368,Africa
,Costa Rica,9.7489,-83.7534,20-05-20,897,10,582,305,Americas
,Cote d'Ivoire,7.54,-5.5471,20-05-20,2231,29,1083,1119,Africa
,Croatia,45.1,15.2,20-05-20,2234,96,1978,160,Europe
,Cuba,22,-80,20-05-20,1900,79,1573,248,Americas
,Cyprus,35.1264,33.4299,20-05-20,922,17,516,389,Europe
,Czechia,49.8175,15.473,20-05-20,8721,0,0,8721,Europe
Faroe Islands,Denmark,61.8926,-6.9118,20-05-20,187,0,187,0,Europe
Greenland,Greenland,71.7069,-42.6043,20-05-20,11,0,11,0,Europe
,Denmark,56.2639,9.5018,20-05-20,11117,554,9536,1027,Europe
,Djibouti,11.8251,42.5903,20-05-20,1828,9,1052,767,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,20-05-20,13477,446,7142,5889,Americas
,Ecuador,-1.8312,-78.1834,20-05-20,34854,2888,3557,28409,Americas
,Egypt,26,30,20-05-20,14229,680,3994,9555,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,20-05-20,1571,31,537,1003,Americas
,Equatorial Guinea,1.5,10,20-05-20,890,7,22,861,Africa
,Eritrea,15.1794,39.7823,20-05-20,39,0,39,0,Africa
,Estonia,58.5953,25.0136,20-05-20,1794,64,956,774,Europe
,Eswatini,-26.5225,31.4659,20-05-20,217,2,97,118,Africa
,Ethiopia,9.145,40.4897,20-05-20,389,5,122,262,Africa
,Fiji,-17.7134,178.065,20-05-20,18,0,15,3,Western Pacific
,Finland,64,26,20-05-20,6443,304,4800,1339,Europe
French Guiana,France,3.9339,-53.1258,20-05-20,237,1,136,100,Europe
French Polynesia,France,-17.6797,149.4068,20-05-20,60,0,60,0,Europe
Guadeloupe,France,16.25,-61.5833,20-05-20,155,13,109,33,Europe
Mayotte,France,-12.8275,45.1662,20-05-20,1475,19,894,562,Europe
New Caledonia,France,-20.9043,165.618,20-05-20,18,0,18,0,Europe
Reunion,France,-21.1351,55.2471,20-05-20,447,1,411,35,Europe
Saint Barthelemy,France,17.9,-62.8333,20-05-20,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,20-05-20,40,3,33,4,Europe
Martinique,France,14.6415,-61.0242,20-05-20,192,14,91,87,Europe
,France,46.2276,2.2137,20-05-20,179069,28084,61713,89272,Europe
,Gabon,-0.8037,11.6094,20-05-20,1567,12,365,1190,Africa
,Gambia,13.4432,-15.3101,20-05-20,24,1,13,10,Africa
,Georgia,42.3154,43.3569,20-05-20,713,12,475,226,Europe
,Germany,51,9,20-05-20,178473,8144,156966,13363,Europe
,Ghana,7.9465,-1.0232,20-05-20,6269,31,1898,4340,Africa
,Greece,39.0742,21.8243,20-05-20,2850,166,1374,1310,Europe
,Guatemala,15.7835,-90.2308,20-05-20,2265,45,159,2061,Americas
,Guinea,9.9456,-9.6966,20-05-20,2863,18,1525,1320,Africa
,Guyana,5,-58.75,20-05-20,125,10,47,68,Americas
,Haiti,18.9712,-72.2852,20-05-20,596,22,21,553,Americas
,Holy See,41.9029,12.4534,20-05-20,12,0,2,10,Europe
,Honduras,15.2,-86.2419,20-05-20,2955,147,349,2459,Americas
,Hungary,47.1625,19.5033,20-05-20,3598,470,1454,1674,Europe
,Iceland,64.9631,-19.0208,20-05-20,1803,10,1789,4,Europe
,India,21,78,20-05-20,112028,3434,45422,63172,South-East Asia
,Indonesia,-0.7893,113.9213,20-05-20,19189,1242,4575,13372,South-East Asia
,Iran,32,53,20-05-20,126949,7183,98808,20958,Eastern Mediterranean
,Iraq,33,44,20-05-20,3724,134,2438,1152,Eastern Mediterranean
,Ireland,53.1424,-7.6921,20-05-20,24315,1571,21060,1684,Europe
,Israel,31,35,20-05-20,16667,279,13504,2884,Europe
,Italy,43,12,20-05-20,227364,32330,132282,62752,Europe
,Jamaica,18.1096,-77.2975,20-05-20,529,9,171,349,Americas
,Japan,36,138,20-05-20,16367,768,11564,4035,Western Pacific
,Jordan,31.24,36.51,20-05-20,672,9,446,217,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,20-05-20,6969,35,3734,3200,Europe
,Kenya,-0.0236,37.9062,20-05-20,1029,50,366,613,Africa
,South Korea,36,128,20-05-20,11122,264,10135,723,Western Pacific
,Kuwait,29.5,47.75,20-05-20,17568,124,4885,12559,Eastern Mediterranean
,Kyrgyzstan,41.2044,74.7661,20-05-20,1270,14,910,346,Europe
,Latvia,56.8796,24.6032,20-05-20,1016,21,694,301,Europe
,Lebanon,33.8547,35.8623,20-05-20,961,26,251,684,Eastern Mediterranean
,Liberia,6.4281,-9.4295,20-05-20,238,23,128,87,Africa
,Liechtenstein,47.14,9.55,20-05-20,82,1,55,26,Europe
,Lithuania,55.1694,23.8813,20-05-20,1577,60,1049,468,Europe
,Luxembourg,49.8153,6.1296,20-05-20,3971,109,3728,134,Europe
,Madagascar,-18.7669,46.8691,20-05-20,371,2,131,238,Africa
,Malaysia,2.5,112.5,20-05-20,7009,114,5706,1189,Western Pacific
,Maldives,3.2028,73.2207,20-05-20,1186,4,91,1091,South-East Asia
,Malta,35.9375,14.3754,20-05-20,584,6,465,113,Europe
,Mauritania,21.0079,10.9408,20-05-20,141,4,7,130,Africa
,Mauritius,-20.2,57.5,20-05-20,332,10,322,0,Africa
,Mexico,23.6345,-102.5528,20-05-20,56594,6090,38419,12085,Americas
,Moldova,47.4116,28.3699,20-05-20,6553,228,2953,3372,Europe
,Monaco,43.7333,7.4167,20-05-20,97,4,90,3,Europe
,Mongolia,46.8625,103.8467,20-05-20,140,0,26,114,Western Pacific
,Montenegro,42.5,19.3,20-05-20,324,9,312,3,Europe
,Morocco,31.7917,-7.0926,20-05-20,7133,194,4098,2841,Eastern Mediterranean
,Namibia,-22.9576,18.4904,20-05-20,16,0,14,2,Africa
,Nepal,28.1667,84.25,20-05-20,427,2,45,380,South-East Asia
Aruba,Netherlands,12.5186,-70.0358,20-05-20,101,3,95,3,Europe
Curacao,Netherlands,12.1696,-68.99,20-05-20,16,1,14,1,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,20-05-20,77,15,54,8,Europe
,Netherlands,52.1326,5.2913,20-05-20,44447,5748,0,38699,Europe
,New Zealand,-40.9006,174.886,20-05-20,1503,21,1452,30,Western Pacific
,Nicaragua,12.8654,-85.2072,20-05-20,254,17,199,38,Americas
,Niger,17.6078,8.0817,20-05-20,920,58,738,124,Africa
,Nigeria,9.082,8.6753,20-05-20,6677,200,1840,4637,Africa
,North Macedonia,41.6086,21.7453,20-05-20,1858,110,1367,381,Europe
,Norway,60.472,8.4689,20-05-20,8281,234,32,8015,Europe
,Oman,21,57,20-05-20,6043,30,1661,4352,Eastern Mediterranean
,Pakistan,30.3753,69.3451,20-05-20,45898,985,13101,31812,Eastern Mediterranean
,Panama,8.538,-80.7821,20-05-20,9977,287,6194,3496,Americas
,Papua New Guinea,-6.315,143.9555,20-05-20,8,0,8,0,Western Pacific
,Paraguay,-23.4425,-58.4438,20-05-20,833,11,242,580,Americas
,Peru,-9.19,-75.0152,20-05-20,104020,3024,41968,59028,Americas
,Philippines,13,122,20-05-20,13221,842,2932,9447,Western Pacific
,Poland,51.9194,19.1451,20-05-20,19739,962,8183,10594,Europe
,Portugal,39.3999,-8.2245,20-05-20,29660,1263,6452,21945,Europe
,Qatar,25.3548,51.1839,20-05-20,37097,16,6600,30481,Eastern Mediterranean
,Romania,45.9432,24.9668,20-05-20,17387,1147,10356,5884,Europe
,Russia,60,90,20-05-20,308705,2972,85392,220341,Europe
,Rwanda,-1.9403,29.8739,20-05-20,314,0,216,98,Africa
,Saint Lucia,13.9094,-60.9789,20-05-20,18,0,18,0,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,20-05-20,18,0,14,4,Americas
,San Marino,43.9424,12.4578,20-05-20,656,41,220,395,Europe
,Saudi Arabia,24,45,20-05-20,62545,339,33478,28728,Eastern Mediterranean
,Senegal,14.4974,-14.4524,20-05-20,2714,30,1186,1498,Africa
,Serbia,44.0165,21.0059,20-05-20,10833,235,5067,5531,Europe
,Seychelles,-4.6796,55.492,20-05-20,11,0,11,0,Africa
,Singapore,1.2833,103.8333,20-05-20,29364,22,11207,18135,Western Pacific
,Slovakia,48.669,19.699,20-05-20,1496,28,1231,237,Europe
,Slovenia,46.1512,14.9955,20-05-20,1468,105,1340,23,Europe
,Somalia,5.1521,46.1996,20-05-20,1573,61,188,1324,Eastern Mediterranean
,South Africa,-30.5595,22.9375,20-05-20,18003,339,8950,8714,Africa
,Spain,40,-4,20-05-20,232555,27888,150376,54291,Europe
,Sri Lanka,7,81,20-05-20,1028,9,584,435,South-East Asia
,Sudan,12.8628,30.2176,20-05-20,2728,111,286,2331,Eastern Mediterranean
,Suriname,3.9193,-56.0278,20-05-20,11,1,9,1,Americas
,Sweden,63,16,20-05-20,31523,3831,0,27692,Europe
,Switzerland,46.8182,8.2275,20-05-20,30658,1892,27800,966,Europe
,Taiwan*,23.7,121,20-05-20,440,7,398,35,Western Pacific
,Tanzania,-6.369,34.8888,20-05-20,509,21,183,305,Africa
,Thailand,15,101,20-05-20,3034,56,2888,90,South-East Asia
,Togo,8.6195,0.8248,20-05-20,340,12,110,218,Africa
,Trinidad and Tobago,10.6918,-61.2225,20-05-20,116,8,107,1,Americas
,Tunisia,34,9,20-05-20,1045,47,862,136,Eastern Mediterranean
,Turkey,38.9637,35.2433,20-05-20,152587,4222,113987,34378,Europe
,Uganda,1,32,20-05-20,264,0,65,199,Africa
,Ukraine,48.3794,31.1656,20-05-20,19230,564,5955,12711,Europe
,United Arab Emirates,24,54,20-05-20,26004,233,11809,13962,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,20-05-20,125,9,80,36,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,20-05-20,111,1,55,55,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,20-05-20,558,45,492,21,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,20-05-20,149,0,145,4,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,20-05-20,336,24,302,10,Europe
Montserrat,United Kingdom,16.7425,-62.1874,20-05-20,11,1,10,0,Europe
,United Kingdom,55.3781,-3.436,20-05-20,248293,35704,0,212589,Europe
,Uruguay,-32.5228,-55.7658,20-05-20,746,20,588,138,Americas
,US,37.0902,-95.7129,20-05-20,1551853,93439,294312,1164102,Americas
,Uzbekistan,41.3775,64.5853,20-05-20,2939,13,2372,554,Europe
,Venezuela,6.4238,-66.5897,20-05-20,824,10,262,552,Americas
,Vietnam,16,108,20-05-20,324,0,263,61,Western Pacific
,Zambia,-15.4167,28.2833,20-05-20,832,7,197,628,Africa
,Zimbabwe,-20,30,20-05-20,48,4,18,26,Africa
,Dominica,15.415,-61.371,20-05-20,16,0,16,0,Americas
,Grenada,12.1165,-61.679,20-05-20,22,0,0,22,Americas
,Mozambique,-18.665695,35.529562,20-05-20,156,0,0,156,Africa
,Syria,34.802075,38.996815,20-05-20,58,3,0,55,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,20-05-20,24,0,0,24,South-East Asia
,Belize,13.1939,-59.5432,20-05-20,18,2,16,0,Americas
,Laos,19.85627,102.495496,20-05-20,19,0,0,19,Western Pacific
,Libya,26.3351,17.228331,20-05-20,69,3,35,31,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,20-05-20,398,2,346,50,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,20-05-20,1089,6,42,1041,Africa
,Mali,17.570692,-3.996166,20-05-20,931,55,543,333,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,20-05-20,15,0,15,0,Americas
Northwest Territories,Canada,64.8255,-124.8457,20-05-20,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,20-05-20,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,20-05-20,989,29,769,191,Europe
,Burma,21.9162,95.956,20-05-20,199,6,108,85,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,20-05-20,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,20-05-20,8,1,6,1,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,20-05-20,12,0,10,2,Europe
,Botswana,-22.3285,24.6849,20-05-20,25,1,17,7,Africa
,Burundi,-3.3731,29.9189,20-05-20,42,1,20,21,Africa
,Sierra Leone,8.460555,-11.779889,20-05-20,570,34,205,331,Africa
,Malawi,-13.254308,34.301525,20-05-20,71,3,27,41,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,20-05-20,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,20-05-20,1,0,1,0,Europe
,South Sudan,6.877,31.307,20-05-20,290,0,0,290,Africa
,Western Sahara,24.2155,-12.8858,20-05-20,6,0,6,0,Africa
,Sao Tome and Principe,0.18636,6.613081,20-05-20,251,8,4,239,Africa
,Yemen,15.552727,48.516388,20-05-20,184,0,0,184,Eastern Mediterranean
,Comoros,-11.6455,43.3333,20-05-20,34,1,8,25,Africa
,Tajikistan,38.861034,71.276093,20-05-20,2140,0,0,2140,Europe
,Lesotho,-29.609988,28.233608,20-05-20,1,0,0,1,Africa
,Afghanistan,33,65,21-05-20,8676,193,938,7545,Eastern Mediterranean
,Albania,41.1533,20.1683,21-05-20,969,31,771,167,Europe
,Algeria,28.0339,1.6596,21-05-20,7728,575,4062,3091,Africa
,Andorra,42.5063,1.5218,21-05-20,762,51,639,72,Europe
,Angola,-11.2027,17.8739,21-05-20,58,3,17,38,Africa
,Antigua and Barbuda,17.0608,-61.7964,21-05-20,25,3,19,3,Americas
,Argentina,-38.4161,-63.6167,21-05-20,9931,416,3032,6483,Americas
,Armenia,40.0691,45.0382,21-05-20,5606,70,2581,2955,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,21-05-20,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,21-05-20,3084,48,2648,388,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,21-05-20,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,21-05-20,1058,6,1040,12,Western Pacific
South Australia,Australia,-34.9285,138.6007,21-05-20,439,4,435,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,21-05-20,228,13,198,17,Western Pacific
Victoria,Australia,-37.8136,144.9631,21-05-20,1593,18,1479,96,Western Pacific
Western Australia,Australia,-31.9505,115.8605,21-05-20,557,9,545,3,Western Pacific
,Austria,47.5162,14.5501,21-05-20,16404,633,14951,820,Europe
,Azerbaijan,40.1431,47.5769,21-05-20,3749,44,2340,1365,Europe
,Bahamas,25.0343,-77.3963,21-05-20,97,11,44,42,Americas
,Bahrain,26.0275,50.55,21-05-20,8174,12,3873,4289,Eastern Mediterranean
,Bangladesh,23.685,90.3563,21-05-20,28511,408,5602,22501,South-East Asia
,Barbados,13.1939,-59.5432,21-05-20,90,7,70,13,Americas
,Belarus,53.7098,27.9534,21-05-20,33371,185,12057,21129,Europe
,Belgium,50.8333,4,21-05-20,56235,9186,14988,32061,Europe
,Benin,9.3077,2.3158,21-05-20,135,3,61,71,Africa
,Bhutan,27.5142,90.4336,21-05-20,21,0,6,15,South-East Asia
,Bolivia,-16.2902,-63.5887,21-05-20,5187,215,561,4411,Americas
,Bosnia and Herzegovina,43.9159,17.6791,21-05-20,2350,140,1596,614,Europe
,Brazil,-14.235,-51.9253,21-05-20,310087,20047,125960,164080,Americas
,Brunei,4.5353,114.7277,21-05-20,141,1,136,4,Western Pacific
,Bulgaria,42.7339,25.4858,21-05-20,2331,120,727,1484,Europe
,Burkina Faso,12.2383,-1.5616,21-05-20,812,52,669,91,Africa
,Cabo Verde,16.5388,-23.0418,21-05-20,356,3,95,258,Africa
,Cambodia,11.55,104.9167,21-05-20,123,0,122,1,Western Pacific
,Cameroon,3.848,11.5021,21-05-20,4288,0,0,4288,Africa
Alberta,Canada,53.9333,-116.5765,21-05-20,6768,132,0,6636,Americas
British Columbia,Canada,49.2827,-123.1207,21-05-20,2479,152,0,2327,Americas
Manitoba,Canada,53.7609,-98.8139,21-05-20,290,7,0,283,Americas
New Brunswick,Canada,46.5653,-66.4619,21-05-20,121,0,0,121,Americas
